flight_id,airline,source_airport,destination_airport
FL02949,AI,AP007,AP002
FL02950,AI,AP000,AP036
FL02951,AI,AP038,AP025
FL02952,AI,AP034,AP035
FL02953,AI,AP005,AP019
FL02954,AI,AP013,AP047
FL02955,AI,AP047,AP046
FL02956,AI,AP022,AP013
FL02957,AI,AP026,AP041
FL02958,AI,AP032,AP009
FL02959,AI,AP010,AP011
FL02960,AI,AP014,AP039
FL02961,AI,AP016,AP012
FL02962,AI,AP007,AP011
FL02963,AI,AP042,AP036
FL02964,AI,AP003,AP048
FL02965,AI,AP035,AP029
FL02966,AI,AP041,AP035
FL02967,AI,AP004,AP018
FL02968,AI,AP042,AP004
FL02969,AI,AP016,AP006
FL02970,AI,AP012,AP046
FL02971,AI,AP037,AP031
FL02972,AI,AP021,AP022
FL02973,AI,AP008,AP042
FL02974,AI,AP041,AP015
FL02975,AI,AP006,AP018
FL02976,AI,AP039,AP004
FL02977,AI,AP012,AP020
FL02978,AI,AP031,AP028
FL02979,AI,AP021,AP039
FL02980,AI,AP042,AP019
FL02981,AI,AP044,AP037
FL02982,AI,AP009,AP036
FL02983,AI,AP036,AP023
FL02984,AI,AP020,AP027
FL02985,AI,AP010,AP000
FL02986,AI,AP020,AP015
FL02987,AI,AP014,AP045
FL02988,AI,AP047,AP041
FL02989,AI,AP027,AP017
FL02990,AI,AP023,AP008
FL02991,AI,AP043,AP046
FL02992,AI,AP021,AP030
FL02993,AI,AP029,AP028
FL02994,AI,AP022,AP049
FL02995,AI,AP019,AP031
FL02996,AI,AP035,AP006
FL02997,AI,AP011,AP041
FL02998,AI,AP038,AP005
FL02999,AI,AP017,AP008
FL03000,AI,AP034,AP012
FL03001,AI,AP016,AP046
FL03002,AI,AP040,AP004
FL03003,AI,AP046,AP004
FL03004,AI,AP001,AP032
FL03005,AI,AP040,AP001
FL03006,AI,AP037,AP025
FL03007,AI,AP049,AP037
FL03008,AI,AP013,AP002
FL03009,AI,AP035,AP016
FL03010,AI,AP034,AP030
FL03011,AI,AP041,AP049
FL03012,AI,AP009,AP023
FL03013,AI,AP025,AP014
FL03014,AI,AP049,AP037
FL03015,AI,AP046,AP018
FL03016,AI,AP008,AP029
FL03017,AI,AP032,AP005
FL03018,AI,AP025,AP023
FL03019,AI,AP032,AP000
FL03020,AI,AP042,AP015
FL03021,AI,AP039,AP043
FL03022,AI,AP010,AP048
FL03023,AI,AP032,AP008
FL03024,AI,AP028,AP010
FL03025,AI,AP011,AP036
FL03026,AI,AP036,AP042
FL03027,AI,AP009,AP047
FL03028,AI,AP046,AP030
FL03029,AI,AP022,AP002
FL03030,AI,AP014,AP048
FL03031,AI,AP031,AP014
FL03032,AI,AP004,AP016
FL03033,AI,AP023,AP014
FL03034,AI,AP002,AP042
FL03035,AI,AP013,AP033
FL03036,AI,AP023,AP024
FL03037,AI,AP030,AP029
FL03038,AI,AP002,AP041
FL03039,AI,AP020,AP006
FL03040,AI,AP045,AP033
FL03041,AI,AP040,AP017
FL03042,AI,AP047,AP016
FL03043,AI,AP037,AP034
FL03044,AI,AP036,AP011
FL03045,AI,AP024,AP041
FL03046,AI,AP024,AP023
FL03047,AI,AP037,AP041
FL03048,AI,AP004,AP033
FL03049,AI,AP016,AP024
FL03050,AI,AP014,AP033
FL03051,AI,AP025,AP022
FL03052,AI,AP022,AP031
FL03053,AI,AP030,AP038
FL03054,AI,AP000,AP032
FL03055,AI,AP008,AP028
FL03056,AI,AP010,AP014
FL03057,AI,AP004,AP032
FL03058,AI,AP041,AP017
FL03059,AI,AP013,AP009
FL03060,AI,AP011,AP010
FL03061,AI,AP023,AP038
FL03062,AI,AP045,AP007
FL03063,AI,AP042,AP014
FL03064,AI,AP026,AP021
FL03065,AI,AP046,AP007
FL03066,AI,AP030,AP043
FL03067,AI,AP030,AP013
FL03068,AI,AP037,AP010
FL03069,AI,AP041,AP026
FL03070,AI,AP001,AP015
FL03071,AI,AP002,AP008
FL03072,AI,AP036,AP037
FL03073,AI,AP010,AP008
FL03074,AI,AP040,AP032
FL03075,AI,AP002,AP036
FL03076,AI,AP009,AP003
FL03077,AI,AP010,AP016
FL03078,AI,AP011,AP033
FL03079,AI,AP025,AP038
FL03080,AI,AP036,AP040
FL03081,AI,AP001,AP046
FL03082,AI,AP046,AP042
FL03083,AI,AP018,AP005
FL03084,AI,AP013,AP028
FL03085,AI,AP038,AP030
FL03086,AI,AP030,AP010
FL03087,AI,AP014,AP026
FL03088,AI,AP038,AP009
FL03089,AI,AP037,AP049
FL03090,AI,AP011,AP039
FL03091,AI,AP042,AP032
FL03092,AI,AP016,AP010
FL03093,AI,AP046,AP043
FL03094,AI,AP021,AP029
FL03095,AI,AP038,AP037
FL03096,AI,AP004,AP014
FL03097,AI,AP024,AP008
FL03098,AI,AP006,AP001
FL03099,AI,AP012,AP033
FL03100,AI,AP032,AP043
FL03101,AI,AP026,AP009
FL03102,AI,AP038,AP006
FL03103,AI,AP011,AP030
FL03104,AI,AP039,AP038
FL03105,AI,AP002,AP034
FL03106,AI,AP032,AP048
FL03107,AI,AP007,AP005
FL03108,AI,AP030,AP042
FL03109,AI,AP008,AP038
FL03110,AI,AP034,AP000
FL03111,AI,AP049,AP043
FL03112,AI,AP041,AP027
FL03113,AI,AP033,AP026
FL03114,AI,AP023,AP002
FL03115,AI,AP044,AP033
FL03116,AI,AP027,AP014
FL03117,AI,AP030,AP049
FL03118,AI,AP024,AP022
FL03119,AI,AP037,AP047
FL03120,AI,AP048,AP044
FL03121,AI,AP036,AP006
FL03122,AI,AP027,AP008
FL03123,AI,AP016,AP030
FL03124,AI,AP049,AP014
FL03125,AI,AP005,AP018
FL03126,AI,AP038,AP034
FL03127,AI,AP026,AP016
FL03128,AI,AP012,AP000
FL03129,AI,AP045,AP047
FL03130,AI,AP000,AP036
FL03131,AI,AP033,AP007
FL03132,AI,AP033,AP000
FL03133,AI,AP024,AP041
FL03134,AI,AP013,AP044
FL03135,AI,AP020,AP026
FL03136,AI,AP023,AP006
FL03137,AI,AP009,AP027
FL03138,AI,AP041,AP037
FL03139,AI,AP016,AP034
FL03140,AI,AP027,AP036
FL03141,AI,AP023,AP039
FL03142,AI,AP017,AP043
FL03143,AI,AP025,AP048
FL03144,AI,AP013,AP026
FL03145,AI,AP035,AP030
FL03146,AI,AP011,AP023
FL03147,AI,AP035,AP030
FL03148,AI,AP016,AP019
FL03149,AI,AP036,AP022
FL03150,AI,AP049,AP045
FL03151,AI,AP025,AP047
FL03152,AI,AP008,AP042
FL03153,AI,AP007,AP047
FL03154,AI,AP014,AP028
FL03155,AI,AP044,AP010
FL03156,AI,AP006,AP013
FL03157,AI,AP032,AP025
FL03158,AI,AP021,AP035
FL03159,AI,AP039,AP044
FL03160,AI,AP043,AP045
FL03161,AI,AP003,AP010
FL03162,AI,AP024,AP040
FL03163,AI,AP000,AP005
FL03164,AI,AP009,AP030
FL03165,AI,AP038,AP027
FL03166,AI,AP005,AP004
FL03167,AI,AP016,AP014
FL03168,AI,AP023,AP005
FL03169,AI,AP038,AP002
FL03170,AI,AP046,AP024
FL03171,AI,AP025,AP039
FL03172,AI,AP041,AP033
FL03173,AI,AP018,AP045
FL03174,AI,AP038,AP003
FL03175,AI,AP049,AP011
FL03176,AI,AP040,AP031
FL03177,AI,AP028,AP000
FL03178,AI,AP012,AP042
FL03179,AI,AP033,AP018
FL03180,AI,AP012,AP002
FL03181,AI,AP038,AP032
FL03182,AI,AP033,AP044
FL03183,AI,AP014,AP039
FL03184,AI,AP010,AP043
FL03185,AI,AP002,AP023
FL03186,AI,AP015,AP041
FL03187,AI,AP000,AP010
FL03188,AI,AP005,AP017
FL03189,AI,AP049,AP025
FL03190,AI,AP022,AP042
FL03191,AI,AP025,AP037
FL03192,AI,AP012,AP033
FL03193,AI,AP000,AP047
FL03194,AI,AP045,AP004
FL03195,AI,AP005,AP035
FL03196,AI,AP018,AP046
FL03197,AI,AP035,AP037
FL03198,AI,AP022,AP017
FL03199,AI,AP014,AP038
FL03200,AI,AP012,AP029
FL03201,AI,AP025,AP036
FL03202,AI,AP000,AP016
FL03203,AI,AP011,AP026
FL03204,AI,AP032,AP006
FL03205,AI,AP035,AP004
FL03206,AI,AP032,AP018
FL03207,AI,AP021,AP007
FL03208,AI,AP032,AP016
FL03209,AI,AP034,AP036
FL03210,AI,AP016,AP044
FL03211,AI,AP028,AP024
FL03212,AI,AP036,AP030
FL03213,AI,AP049,AP015
FL03214,AI,AP048,AP021
FL03215,AI,AP049,AP029
FL03216,AI,AP043,AP029
FL03217,AI,AP037,AP001
FL03218,AI,AP030,AP007
FL03219,AI,AP016,AP004
FL03220,AI,AP024,AP040
FL03221,AI,AP014,AP043
FL03222,AI,AP044,AP014
FL03223,AI,AP020,AP026
FL03224,AI,AP022,AP033
FL03225,AI,AP034,AP000
FL03226,AI,AP044,AP016
FL03227,AI,AP015,AP018
FL03228,AI,AP005,AP025
FL03229,AI,AP043,AP047
FL03230,AI,AP021,AP004
FL03231,AI,AP035,AP011
FL03232,AI,AP030,AP020
FL03233,AI,AP022,AP013
FL03234,AI,AP036,AP017
FL03235,AI,AP011,AP047
FL03236,AI,AP043,AP012
FL03237,AI,AP031,AP047
FL03238,AI,AP012,AP015
FL03239,AI,AP047,AP015
FL03240,AI,AP016,AP013
FL03241,AI,AP014,AP012
FL03242,AI,AP015,AP039
FL03243,AI,AP022,AP009
FL03244,AI,AP049,AP006
FL03245,AI,AP007,AP005
FL03246,AI,AP043,AP042
FL03247,AI,AP031,AP039
FL03248,AI,AP000,AP048
FL03249,AI,AP034,AP002
FL03250,AI,AP030,AP023
FL03251,AI,AP039,AP020
FL03252,AI,AP031,AP036
FL03253,AI,AP017,AP031
FL03254,AI,AP011,AP048
FL03255,AI,AP032,AP017
FL03256,AI,AP025,AP014
FL03257,AI,AP048,AP036
FL03258,AI,AP008,AP003
FL03259,AI,AP033,AP027
FL03260,AI,AP030,AP034
FL03261,AI,AP002,AP032
FL03262,AI,AP022,AP025
FL03263,AI,AP043,AP049
FL03264,AI,AP011,AP029
FL03265,AI,AP007,AP044
FL03266,AI,AP033,AP029
FL03267,AI,AP020,AP044
FL03268,AI,AP000,AP043
FL03269,AI,AP013,AP024
FL03270,AI,AP037,AP006
FL03271,AI,AP020,AP023
FL03272,AI,AP039,AP016
FL03273,AI,AP011,AP035
FL03274,AI,AP016,AP015
FL03275,AI,AP017,AP030
FL03276,AI,AP039,AP021
FL03277,AI,AP023,AP011
FL03278,AI,AP031,AP027
FL03279,AI,AP013,AP026
FL03280,AI,AP044,AP048
FL03281,AI,AP023,AP025
FL03282,AI,AP017,AP028
FL03283,AI,AP011,AP036
FL03284,AI,AP008,AP036
FL03285,AI,AP043,AP014
FL03286,AI,AP006,AP046
FL03287,AI,AP017,AP015
FL03288,AI,AP035,AP027
FL03289,AI,AP024,AP012
FL03290,AI,AP009,AP047
FL03291,AI,AP009,AP030
FL03292,AI,AP000,AP011
FL03293,AI,AP026,AP031
FL03294,AI,AP008,AP040
FL03295,AI,AP033,AP034
FL03296,AI,AP046,AP020
FL03297,AI,AP031,AP019
FL03298,AI,AP016,AP035
FL03299,AI,AP036,AP003
FL03300,AI,AP025,AP006
FL03301,AI,AP044,AP010
FL03302,AI,AP003,AP013
FL03303,AI,AP016,AP030
FL03304,AI,AP040,AP006
FL03305,AI,AP028,AP047
FL03306,AI,AP021,AP016
FL03307,AI,AP023,AP035
FL03308,AI,AP035,AP016
FL03309,AI,AP022,AP001
FL03310,AI,AP026,AP007
FL03311,AI,AP022,AP043
FL03312,AI,AP038,AP012
FL03313,AI,AP036,AP041
FL03314,AI,AP041,AP034
FL03315,AI,AP011,AP049
FL03316,AI,AP018,AP022
FL03317,AI,AP020,AP043
FL03318,AI,AP032,AP031
FL03319,AI,AP049,AP047
FL03320,AI,AP028,AP005
FL03321,AI,AP024,AP039
FL03322,AI,AP018,AP029
FL03323,AI,AP040,AP009
FL03324,AI,AP010,AP040
FL03325,AI,AP021,AP026
FL03326,AI,AP040,AP039
FL03327,AI,AP036,AP025
FL03328,AI,AP004,AP005
FL03329,AI,AP010,AP021
FL03330,AI,AP014,AP020
FL03331,AI,AP020,AP041
FL03332,AI,AP018,AP045
FL03333,AI,AP017,AP038
FL03334,AI,AP041,AP025
FL03335,AI,AP017,AP028
FL03336,AI,AP049,AP023
FL03337,AI,AP047,AP037
FL03338,AI,AP033,AP028
FL03339,AI,AP026,AP010
FL03340,AI,AP011,AP001
FL03341,AI,AP008,AP046
FL03342,AI,AP015,AP042
FL03343,AI,AP016,AP047
FL03344,AI,AP044,AP047
FL03345,AI,AP005,AP013
FL03346,AI,AP010,AP025
FL03347,AI,AP006,AP004
FL03348,AI,AP030,AP035
FL03349,AI,AP003,AP001
FL03350,AI,AP049,AP025
FL03351,AI,AP033,AP048
FL03352,AI,AP005,AP006
FL03353,AI,AP016,AP039
FL03354,AI,AP009,AP005
FL03355,AI,AP041,AP024
FL03356,AI,AP019,AP014
FL03357,AI,AP015,AP047
FL03358,AI,AP018,AP028
FL03359,AI,AP040,AP008
FL03360,AI,AP008,AP033
FL03361,AI,AP010,AP001
FL03362,AI,AP002,AP042
FL03363,AI,AP022,AP020
FL03364,AI,AP030,AP029
FL03365,AI,AP034,AP017
FL03366,AI,AP035,AP028
FL03367,AI,AP008,AP044
FL03368,AI,AP034,AP011
FL03369,AI,AP037,AP038
FL03370,AI,AP029,AP040
FL03371,AI,AP047,AP040
FL03372,AI,AP036,AP027
FL03373,AI,AP033,AP040
FL03374,AI,AP040,AP034
FL03375,AI,AP019,AP022
FL03376,AI,AP030,AP034
FL03377,AI,AP014,AP005
FL03378,AI,AP028,AP019
FL03379,AI,AP023,AP026
FL03380,AI,AP016,AP009
FL03381,AI,AP019,AP000
FL03382,AI,AP000,AP033
FL03383,AI,AP048,AP008
FL03384,AI,AP022,AP018
FL03385,AI,AP030,AP034
FL03386,AI,AP000,AP044
FL03387,AI,AP031,AP048
FL03388,AI,AP030,AP019
FL03389,AI,AP000,AP049
FL03390,AI,AP027,AP018
FL03391,AI,AP038,AP014
FL03392,AI,AP000,AP035
FL03393,AI,AP023,AP012
FL03394,AI,AP026,AP035
FL03395,AI,AP027,AP025
FL03396,AI,AP015,AP010
FL03397,AI,AP045,AP047
FL03398,AI,AP041,AP024
FL03399,AI,AP024,AP014
FL03400,AI,AP016,AP005
FL03401,AI,AP027,AP040
FL03402,AI,AP015,AP033
FL03403,AI,AP048,AP039
FL03404,AI,AP044,AP043
FL03405,AI,AP017,AP018
FL03406,AI,AP041,AP047
FL03407,AI,AP034,AP017
FL03408,AI,AP026,AP012
FL03409,AI,AP004,AP011
FL03410,AI,AP008,AP018
FL03411,AI,AP007,AP040
FL03412,AI,AP029,AP039
FL03413,AI,AP028,AP017
FL03414,AI,AP044,AP039
FL03415,AI,AP031,AP012
FL03416,AI,AP020,AP001
FL03417,AI,AP009,AP003
FL03418,AI,AP034,AP001
FL03419,AI,AP011,AP006
FL03420,AI,AP018,AP017
FL03421,AI,AP008,AP045
FL03422,AI,AP028,AP046
FL03423,AI,AP000,AP014
FL03424,AI,AP005,AP009
FL03425,AI,AP000,AP031
FL03426,AI,AP013,AP021
FL03427,AI,AP026,AP019
FL03428,AI,AP031,AP023
FL03429,AI,AP029,AP044
FL03430,AI,AP002,AP021
FL03431,AI,AP005,AP048
FL03432,AI,AP009,AP003
FL03433,AI,AP017,AP049
FL03434,AI,AP025,AP004
FL03435,AI,AP034,AP030
FL03436,AI,AP011,AP012
FL03437,AI,AP016,AP024
FL03438,AI,AP000,AP007
FL03439,AI,AP049,AP045
FL03440,AI,AP015,AP024
FL03441,AI,AP049,AP028
FL03442,AI,AP015,AP047
FL03443,AI,AP002,AP012
FL03444,AI,AP029,AP047
FL03445,AI,AP049,AP006
FL03446,AI,AP033,AP042
FL03447,AI,AP013,AP030
FL03448,AI,AP024,AP043
FL03449,AI,AP019,AP020
FL03450,AI,AP010,AP040
FL03451,AI,AP046,AP002
FL03452,AI,AP047,AP035
FL03453,AI,AP033,AP007
FL03454,AI,AP016,AP030
FL03455,AI,AP040,AP019
FL03456,AI,AP012,AP023
FL03457,AI,AP003,AP042
FL03458,AI,AP013,AP007
FL03459,AI,AP015,AP040
FL03460,AI,AP027,AP020
FL03461,AI,AP000,AP010
FL03462,AI,AP017,AP037
FL03463,AI,AP007,AP025
FL03464,AI,AP015,AP000
FL03465,AI,AP002,AP037
FL03466,AI,AP044,AP030
FL03467,AI,AP044,AP038
FL03468,AI,AP009,AP023
FL03469,AI,AP049,AP005
FL03470,AI,AP015,AP010
FL03471,AI,AP031,AP005
FL03472,AI,AP043,AP039
FL03473,AI,AP021,AP048
FL03474,AI,AP040,AP003
FL03475,AI,AP003,AP022
FL03476,AI,AP041,AP009
FL03477,AI,AP044,AP034
FL03478,AI,AP006,AP008
FL03479,AI,AP031,AP014
FL03480,AI,AP020,AP035
FL03481,AI,AP041,AP048
FL03482,AI,AP022,AP028
FL03483,AI,AP046,AP012
FL03484,AI,AP001,AP044
FL03485,AI,AP024,AP022
FL03486,AI,AP046,AP008
FL03487,AI,AP016,AP002
FL03488,AI,AP031,AP045
FL03489,AI,AP028,AP035
FL03490,AI,AP018,AP034
FL03491,AI,AP044,AP031
FL03492,AI,AP012,AP036
FL03493,AI,AP011,AP034
FL03494,AI,AP022,AP020
FL03495,AI,AP046,AP029
FL03496,AI,AP017,AP038
FL03497,AI,AP035,AP010
FL03498,AI,AP004,AP033
FL03499,AI,AP009,AP028
FL03500,AI,AP018,AP016
FL03501,AI,AP034,AP023
FL03502,AI,AP029,AP000
FL03503,AI,AP049,AP040
FL03504,AI,AP032,AP024
FL03505,AI,AP046,AP011
FL03506,AI,AP001,AP039
FL03507,AI,AP023,AP049
FL03508,AI,AP039,AP015
FL03509,AI,AP020,AP046
FL03510,AI,AP004,AP042
FL03511,AI,AP034,AP024
FL03512,AI,AP012,AP033
FL03513,AI,AP043,AP031
FL03514,AI,AP049,AP035
FL03515,AI,AP009,AP039
FL03516,AI,AP018,AP020
FL03517,AI,AP026,AP041
FL03518,AI,AP020,AP007
FL03519,AI,AP006,AP033
FL03520,AI,AP042,AP004
FL03521,AI,AP002,AP008
FL03522,AI,AP011,AP002
FL03523,AI,AP012,AP006
FL03524,AI,AP031,AP012
FL03525,AI,AP006,AP002
FL03526,AI,AP036,AP041
FL03527,AI,AP024,AP042
FL03528,AI,AP031,AP033
FL03529,AI,AP039,AP044
FL03530,AI,AP037,AP016
FL03531,AI,AP003,AP023
FL03532,AI,AP014,AP038
FL03533,AI,AP045,AP004
FL03534,AI,AP000,AP013
FL03535,AI,AP041,AP031
FL03536,AI,AP005,AP029
FL03537,AI,AP040,AP003
FL03538,AI,AP023,AP035
FL03539,AI,AP047,AP026
FL03540,AI,AP023,AP045
FL03541,AI,AP003,AP039
FL03542,AI,AP017,AP033
FL03543,AI,AP002,AP046
FL03544,AI,AP004,AP019
FL03545,AI,AP004,AP013
FL03546,AI,AP033,AP006
FL03547,AI,AP006,AP046
FL03548,AI,AP014,AP034
FL03549,AI,AP024,AP012
FL03550,AI,AP012,AP033
FL03551,AI,AP042,AP015
FL03552,AI,AP036,AP040
FL03553,AI,AP011,AP035
FL03554,AI,AP047,AP035
FL03555,AI,AP026,AP047
FL03556,AI,AP006,AP049
FL03557,AI,AP040,AP036
FL03558,AI,AP022,AP043
FL03559,AI,AP029,AP044
FL03560,AI,AP042,AP027
FL03561,AI,AP006,AP010
FL03562,AI,AP011,AP035
FL03563,AI,AP025,AP032
FL03564,AI,AP021,AP042
FL03565,AI,AP010,AP034
FL03566,AI,AP038,AP028
FL03567,AI,AP022,AP020
FL03568,AI,AP035,AP020
FL03569,AI,AP023,AP026
FL03570,AI,AP048,AP040
FL03571,AI,AP027,AP046
FL03572,AI,AP020,AP038
FL03573,AI,AP015,AP036
FL03574,AI,AP034,AP013
FL03575,AI,AP024,AP049
FL03576,AI,AP035,AP047
FL03577,AI,AP016,AP023
FL03578,AI,AP028,AP025
FL03579,AI,AP000,AP046
FL03580,AI,AP002,AP018
FL03581,AI,AP038,AP001
FL03582,AI,AP033,AP008
FL03583,AI,AP019,AP000
FL03584,AI,AP019,AP014
FL03585,AI,AP013,AP020
FL03586,AI,AP001,AP049
FL03587,AI,AP044,AP017
FL03588,AI,AP035,AP032
FL03589,AI,AP035,AP036
FL03590,AI,AP036,AP009
FL03591,AI,AP006,AP002
FL03592,AI,AP029,AP022
FL03593,AI,AP009,AP008
FL03594,AI,AP016,AP023
FL03595,AI,AP037,AP015
FL03596,AI,AP014,AP016
FL03597,AI,AP019,AP005
FL03598,AI,AP036,AP025
FL03599,AI,AP036,AP013
FL03600,AI,AP046,AP004
FL03601,AI,AP046,AP020
FL03602,AI,AP030,AP011
FL03603,AI,AP031,AP044
FL03604,AI,AP044,AP036
FL03605,AI,AP006,AP038
FL03606,AI,AP041,AP019
FL03607,AI,AP002,AP046
FL03608,AI,AP036,AP024
FL03609,AI,AP005,AP049
FL03610,AI,AP003,AP049
FL03611,AI,AP021,AP022
FL03612,AI,AP027,AP026
FL03613,AI,AP007,AP049
FL03614,AI,AP014,AP047
FL03615,AI,AP041,AP038
FL03616,AI,AP000,AP040
FL03617,AI,AP049,AP040
FL03618,AI,AP024,AP003
FL03619,AI,AP019,AP033
FL03620,AI,AP002,AP020
FL03621,AI,AP034,AP036
FL03622,AI,AP009,AP020
FL03623,AI,AP032,AP044
FL03624,AI,AP014,AP009
FL03625,AI,AP003,AP043
FL03626,AI,AP046,AP025
FL03627,AI,AP028,AP048
FL03628,AI,AP038,AP036
FL03629,AI,AP032,AP005
FL03630,AI,AP014,AP027
FL03631,AI,AP018,AP025
FL03632,AI,AP009,AP008
FL03633,AI,AP021,AP005
FL03634,AI,AP030,AP036
FL03635,AI,AP047,AP003
FL03636,AI,AP035,AP025
FL03637,AI,AP016,AP005
FL03638,AI,AP025,AP032
FL03639,AI,AP027,AP049
FL03640,AI,AP044,AP008
FL03641,AI,AP048,AP008
FL03642,AI,AP030,AP035
FL03643,AI,AP012,AP031
FL03644,AI,AP025,AP041
FL03645,AI,AP036,AP012
FL03646,AI,AP035,AP039
FL03647,AI,AP047,AP033
FL03648,AI,AP015,AP004
FL03649,AI,AP017,AP049
FL03650,AI,AP027,AP020
FL03651,AI,AP043,AP036
FL03652,AI,AP005,AP007
FL03653,AI,AP042,AP026
FL03654,AI,AP027,AP023
FL03655,AI,AP022,AP012
FL03656,AI,AP020,AP022
FL03657,AI,AP038,AP041
FL03658,AI,AP001,AP049
FL03659,AI,AP019,AP010
FL03660,AI,AP022,AP039
FL03661,AI,AP028,AP039
FL03662,AI,AP009,AP028
FL03663,AI,AP002,AP014
FL03664,AI,AP012,AP043
FL03665,AI,AP023,AP009
FL03666,AI,AP048,AP046
FL03667,AI,AP005,AP007
FL03668,AI,AP047,AP003
FL03669,AI,AP015,AP039
FL03670,AI,AP009,AP018
FL03671,AI,AP000,AP021
FL03672,AI,AP044,AP007
FL03673,AI,AP019,AP028
FL03674,AI,AP030,AP001
FL03675,AI,AP021,AP013
FL03676,AI,AP047,AP034
FL03677,AI,AP013,AP034
FL03678,AI,AP033,AP048
FL03679,AI,AP016,AP035
FL03680,AI,AP030,AP039
FL03681,AI,AP046,AP009
FL03682,AI,AP044,AP042
FL03683,AI,AP001,AP024
FL03684,AI,AP037,AP042
FL03685,AI,AP033,AP002
FL03686,AI,AP016,AP010
FL03687,AI,AP003,AP018
FL03688,AI,AP012,AP044
FL03689,AI,AP039,AP017
FL03690,AI,AP003,AP029
FL03691,AI,AP041,AP000
FL03692,AI,AP004,AP024
FL03693,AI,AP042,AP017
FL03694,AI,AP042,AP023
FL03695,AI,AP006,AP001
FL03696,AI,AP018,AP041
FL03697,AI,AP024,AP014
FL03698,AI,AP024,AP032
FL03699,AI,AP045,AP006
FL03700,AI,AP020,AP031
FL03701,AI,AP038,AP034
FL03702,AI,AP005,AP011
FL03703,AI,AP012,AP032
FL03704,AI,AP029,AP035
FL03705,AI,AP045,AP001
FL03706,AI,AP002,AP015
FL03707,AI,AP033,AP019
FL03708,AI,AP021,AP031
FL03709,AI,AP025,AP047
FL03710,AI,AP010,AP001
FL03711,AI,AP022,AP043
FL03712,AI,AP022,AP040
FL03713,AI,AP019,AP015
FL03714,AI,AP032,AP017
FL03715,AI,AP003,AP040
FL03716,AI,AP016,AP024
FL03717,AI,AP001,AP035
FL03718,AI,AP017,AP014
FL03719,AI,AP009,AP021
FL03720,AI,AP025,AP042
FL03721,AI,AP008,AP005
FL03722,AI,AP046,AP024
FL03723,AI,AP033,AP043
FL03724,AI,AP039,AP040
FL03725,AI,AP043,AP014
FL03726,AI,AP026,AP015
FL03727,AI,AP036,AP009
FL03728,AI,AP027,AP019
FL03729,AI,AP038,AP021
FL03730,AI,AP028,AP034
FL03731,AI,AP008,AP013
FL03732,AI,AP041,AP008
FL03733,AI,AP037,AP034
FL03734,AI,AP043,AP012
FL03735,AI,AP008,AP019
FL03736,AI,AP044,AP045
FL03737,AI,AP033,AP008
FL03738,AI,AP027,AP049
FL03739,AI,AP009,AP041
FL03740,AI,AP036,AP010
FL03741,AI,AP020,AP004
FL03742,AI,AP035,AP034
FL03743,AI,AP046,AP007
FL03744,AI,AP011,AP020
FL03745,AI,AP009,AP046
FL03746,AI,AP001,AP048
FL03747,AI,AP020,AP026
FL03748,AI,AP026,AP019
FL03749,AI,AP028,AP047
FL03750,AI,AP040,AP047
FL03751,AI,AP017,AP009
FL03752,AI,AP049,AP012
FL03753,AI,AP006,AP008
FL03754,AI,AP011,AP001
FL03755,AI,AP048,AP039
FL03756,AI,AP039,AP017
FL03757,AI,AP038,AP036
FL03758,AI,AP039,AP014
FL03759,AI,AP038,AP014
FL03760,AI,AP014,AP043
FL03761,AI,AP001,AP022
FL03762,AI,AP005,AP044
FL03763,AI,AP049,AP030
FL03764,AI,AP008,AP032
FL03765,AI,AP038,AP030
FL03766,AI,AP045,AP041
FL03767,AI,AP023,AP011
FL03768,AI,AP024,AP031
FL03769,AI,AP030,AP008
FL03770,AI,AP010,AP012
FL03771,AI,AP014,AP002
FL03772,AI,AP026,AP048
FL03773,AI,AP000,AP017
FL03774,AI,AP026,AP014
FL03775,AI,AP047,AP042
FL03776,AI,AP012,AP048
FL03777,AI,AP013,AP004
FL03778,AI,AP011,AP028
FL03779,AI,AP039,AP031
FL03780,AI,AP044,AP020
FL03781,AI,AP029,AP015
FL03782,AI,AP027,AP025
FL03783,AI,AP049,AP002
FL03784,AI,AP038,AP047
FL03785,AI,AP024,AP046
FL03786,AI,AP020,AP025
FL03787,AI,AP039,AP047
FL03788,AI,AP036,AP038
FL03789,AI,AP034,AP033
FL03790,AI,AP041,AP045
FL03791,AI,AP002,AP033
FL03792,AI,AP006,AP028
FL03793,AI,AP029,AP002
FL03794,AI,AP015,AP033
FL03795,AI,AP034,AP025
FL03796,AI,AP047,AP002
FL03797,AI,AP035,AP024
FL03798,AI,AP033,AP048
FL03799,AI,AP040,AP003
FL03800,AI,AP012,AP018
FL03801,AI,AP028,AP025
FL03802,AI,AP019,AP049
FL03803,AI,AP018,AP029
FL03804,AI,AP010,AP027
FL03805,AI,AP018,AP039
FL03806,AI,AP003,AP044
FL03807,AI,AP033,AP009
FL03808,AI,AP029,AP041
FL03809,AI,AP028,AP005
FL03810,AI,AP046,AP032
FL03811,AI,AP007,AP011
FL03812,AI,AP049,AP037
FL03813,AI,AP044,AP034
FL03814,AI,AP008,AP025
FL03815,AI,AP026,AP020
FL03816,AI,AP028,AP001
FL03817,AI,AP011,AP029
FL03818,AI,AP037,AP045
FL03819,AI,AP012,AP029
FL03820,AI,AP005,AP016
FL03821,AI,AP020,AP044
